roll_actual,pitch_actual,yaw_actual,roll_cmd,pitch_cmd,yaw_cmd,throttle_cmd,throttle_1,throttle_2,throttle_3,throttle_4,roll_modeled,pitch_modeled,yaw_modeled
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,737.3,50386.6,-392.3
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,737.1,50390.5,-394.3
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,736.8,50394.4,-396.2
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,736.2,50398.3,-398.2
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,735.5,50402.3,-400.3
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,734.6,50406.3,-402.4
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,733.5,50410.3,-404.5
6.5,-1.3,-5.2,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,732.2,50414.4,-406.8
6.5,-1.3,-5.3,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,730.7,50418.5,-409.2
6.5,-1.3,-5.3,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,728.9,50422.7,-411.8
6.5,-1.3,-5.3,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,726.9,50427.0,-414.6
6.5,-1.3,-5.3,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,724.6,50431.2,-417.6
6.5,-1.3,-5.3,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,722.0,50435.5,-421.0
6.5,-1.3,-5.3,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,718.9,50439.8,-424.8
6.5,-1.3,-5.3,5.0,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,715.2,50444.0,-429.2
